Mon, 03 May 2021 11:03:05 GMT | INFO | |Connected|server.js|server|ServerConnection|3025 | |
Mon, 03 May 2021 11:03:52 GMT | INFO |7195f23e-6b21-4108-9abe-527ee2b034d9 |GET|enrollmentUIInfo.js|getProductInfo|Begins|/v1/products |{"content-type":"application/json","user-agent":"PostmanRuntime/7.26.8","postman-token":"d74bdff1-5275-4502-8665-fcecfcf6c542","host":"localhost:3025","accept-encoding":"gzip, deflate, br","content-length":"80"} |
Mon, 03 May 2021 11:03:52 GMT | DEBUG |7195f23e-6b21-4108-9abe-527ee2b034d9 |GET|enrollmentUIInfo.js|getProductInfo|Success|[{"id":1,"product_name":"Mug","description":"Coffee Mug","cost":100,"date_manu":"2021-04-30T18:30:00.000Z"},{"id":2,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":3,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":4,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":5,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":6,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":7,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":8,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":9,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"},{"id":10,"product_name":"Mug","description":"coffee mug","cost":44,"date_manu":"2021-05-02T18:30:00.000Z"}] | |
Mon, 03 May 2021 11:03:52 GMT | INFO |7195f23e-6b21-4108-9abe-527ee2b034d9 |GET|enrollmentUIInfo.js|getProductInfo|Exits| | |
Mon, 03 May 2021 11:04:03 GMT | INFO |4940f558-038a-49d0-be74-7aaaab5915a1 |POST|enrollmentUIInfo.js|postProductInfo|Begins|{"productName":"Mug","description":"coffee mug","cost":"44"} |{"content-type":"application/json","user-agent":"PostmanRuntime/7.26.8","postman-token":"d6c4a5ad-a173-40f8-982a-7e3933f8aeb8","host":"localhost:3025","accept-encoding":"gzip, deflate, br","content-length":"80"} |
Mon, 03 May 2021 11:04:03 GMT | ERROR |4940f558-038a-49d0-be74-7aaaab5915a1 |POST|enrollmentUIInfo.js|postProductInfo|Error|ReferenceError: jsonBody is not defined | |
Mon, 03 May 2021 11:04:49 GMT | INFO | |Connected|server.js|server|ServerConnection|3025 | |
Mon, 03 May 2021 11:04:54 GMT | INFO |70292b03-f0d8-4a91-be61-fc45eb27cb64 |POST|enrollmentUIInfo.js|postProductInfo|Begins|{"productName":"Mug","description":"coffee mug","cost":"44"} |{"content-type":"application/json","user-agent":"PostmanRuntime/7.26.8","postman-token":"3eea656a-951d-4247-90d7-538102f9eb4c","host":"localhost:3025","accept-encoding":"gzip, deflate, br","content-length":"80"} |
Mon, 03 May 2021 11:04:54 GMT | DEBUG |70292b03-f0d8-4a91-be61-fc45eb27cb64 |POST|enrollmentUIInfo.js|postProductInfo|Success|{"statusCode":201,"successMessage":"Successfully New Enrollment is created with insertid- 14"} | |
Mon, 03 May 2021 11:04:54 GMT | INFO |70292b03-f0d8-4a91-be61-fc45eb27cb64 |POST|enrollmentUIInfo.js|postProductInfo|Exits| | |
Mon, 03 May 2021 11:04:56 GMT | INFO |d561e916-ed8b-4f13-bf17-372fe4acca4b |POST|enrollmentUIInfo.js|postProductInfo|Begins|{"productName":"Mug","description":"coffee mug","cost":"44"} |{"content-type":"application/json","user-agent":"PostmanRuntime/7.26.8","postman-token":"f2fc0fc9-4f27-4d1c-87ec-920de5f66997","host":"localhost:3025","accept-encoding":"gzip, deflate, br","content-length":"80"} |
